Pair ID,Group,Round,Proposer,Offer A (€),Offer B (€),Response,Timestamp,,,,,,Anzahl ,Fehler
Pair_9uQ7Jz,4,2,Person B,270,730,Accept - offer accepted,02/10/2026 11:13:39,,,,,,,
Pair_jyhT9V,1,1,Person B,900,100,Too low - counteroffer,02/10/2026 11:13:50,,,,,,,
Pair_jyhT9V,1,2,Person A,750,250,Accept - offer accepted,02/10/2026 11:13:50,,,,,,,
Pair_BcMoo7,1,1,Person B,700,300,Accept - offer accepted,02/10/2026 11:14:24,,,,,,,
Pair_i9nCml,5,1,Person A,250,750,Accept - offer accepted,02/10/2026 11:14:50,,,,,,,
Pair_DvFFr0,1,1,Person A,266,734,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,2,Person B,899,101,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,3,Person A,266,734,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,4,Person B,839,161,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,5,Person A,266,734,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,6,Person B,809,191,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,7,Person A,266,734,Better offer outside option,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,8,Person B,291,709,Accept - offer accepted,02/10/2026 11:15:00,,,,,,,
Pair_NA_HDO,7,1,Person B,250,750,Too low - counteroffer,02/10/2026 11:15:07,,,,,,,
Pair_NA_HDO,7,2,Person A,800,200,Accept - offer accepted,02/10/2026 11:15:07,,,,,,,
Pair_hFoMtd,4,1,Person A,497,503,Better offer outside option,02/10/2026 11:15:16,,,,,,,
Pair_hFoMtd,4,2,Person B,270,730,Better offer outside option,02/10/2026 11:15:16,,,,,,,
Pair_hFoMtd,4,3,Person A,464,536,Not accept,02/10/2026 11:15:16,,,,,,,
Pair_ahKyw2,1,1,Person B,250,750,Accept - offer accepted,02/10/2026 11:15:42,,,,,,,
Pair_8HPDBZ,1,1,Person B,250,750,Better offer outside option,02/10/2026 11:16:25,,,1,-1,,,
Pair_8HPDBZ,1,2,Person A,260,740,Not accept,02/10/2026 11:16:25,,,2,-1,,,
Pair_D7R3wx,7,1,Person B,201,799,Too low - counteroffer,02/10/2026 11:16:41,,,,,,,
Pair_D7R3wx,7,2,Person A,800,200,Accept - offer accepted,02/10/2026 11:16:41,,,,,,,
Pair_oLTzN3,1,1,Person A,850,150,Too low - counteroffer,02/10/2026 11:17:46,,,,,,,
Pair_oLTzN3,1,2,Person B,250,750,Not accept,02/10/2026 11:17:46,,,,,,,
Pair_YoKoCs,1,1,Person B,699,301,Too low - counteroffer,02/10/2026 11:17:58,,,,,,,
Pair_YoKoCs,1,2,Person A,350,650,Not accept,02/10/2026 11:17:58,,,,,,,
Pair_airveo,5,1,Person A,398,602,Not accept,02/10/2026 11:18:18,,,,,,,
Pair_jo5UKa,1,1,Person B,999,1,Too low - counteroffer,02/10/2026 11:18:38,,,,,,,
Pair_jo5UKa,1,2,Person A,300,700,Too low - counteroffer,02/10/2026 11:18:38,,,,,,,
Pair_jo5UKa,1,3,Person B,888,112,Too low - counteroffer,02/10/2026 11:18:38,,,,,,,
Pair_jo5UKa,1,4,Person A,300,700,Too low - counteroffer,02/10/2026 11:18:38,,,,,,,
Pair_jo5UKa,1,5,Person B,878,122,Too low - counteroffer,02/10/2026 11:18:38,,,,,,,
Pair_jo5UKa,1,6,Person A,300,700,Too low - counteroffer,02/10/2026 11:18:38,,,,,,,
Pair_jo5UKa,1,7,Person B,828,172,Accept - offer accepted,02/10/2026 11:18:38,,,,,,,
Pair_iC5YRd,5,1,Person A,699,301,Accept - offer accepted,02/10/2026 11:18:47,,,,,,,
Pair_fleaEQ,4,1,Person B,850,150,Better offer outside option,02/10/2026 11:20:07,,,,,,,
Pair_fleaEQ,4,2,Person A,270,730,Too low - counteroffer,02/10/2026 11:20:07,,,,,,,
Pair_fleaEQ,4,3,Person B,800,200,Better offer outside option,02/10/2026 11:20:07,,,,,,,
Pair_fleaEQ,4,4,Person A,260,740,Too low - counteroffer,02/10/2026 11:20:07,,,,,,,
Pair_fleaEQ,4,5,Person B,780,220,Better offer outside option,02/10/2026 11:20:07,,,,,,,
Pair_fleaEQ,4,6,Person A,240,760,Too low - counteroffer,02/10/2026 11:20:07,,,,,,,
Pair_fleaEQ,4,7,Person B,230,770,Accept - offer accepted,02/10/2026 11:20:07,,,,,,,
Pair_FWK5Yq,3,1,Person A,450,550,Too low - counteroffer,02/10/2026 11:21:07,,,,,,,
Pair_FWK5Yq,3,2,Person B,700,300,Too low - counteroffer,02/10/2026 11:21:07,,,,,,,
Pair_FWK5Yq,3,3,Person A,380,620,Too low - counteroffer,02/10/2026 11:21:07,,,,,,,
Pair_FWK5Yq,3,4,Person B,700,300,Too low - counteroffer,02/10/2026 11:21:07,,,,,,,
Pair_FWK5Yq,3,5,Person A,350,650,Too low - counteroffer,02/10/2026 11:21:07,,,,,,,
Pair_FWK5Yq,3,6,Person B,700,300,Too low - counteroffer,02/10/2026 11:21:07,,,,,,,
Pair_FWK5Yq,3,7,Person A,350,650,Too low - counteroffer,02/10/2026 11:21:07,,,,,,,
Pair_FWK5Yq,3,8,Person B,300,700,Better offer outside option,02/10/2026 11:21:07,,,,,,,
Pair_FWK5Yq,3,9,Person A,340,660,Accept - offer accepted,02/10/2026 11:21:07,,,,,,,
Pair_p-FrCs,4,1,Person B,270,730,Accept - offer accepted,02/10/2026 11:22:13,,,,,,,
Pair_GFbmQ_,7,1,Person B,250,750,Too low - counteroffer,02/10/2026 11:23:00,,,,,,,
Pair_GFbmQ_,7,2,Person A,898,102,Better offer outside option,02/10/2026 11:23:00,,,,,,,
Pair_GFbmQ_,7,3,Person B,280,720,Too low - counteroffer,02/10/2026 11:23:00,,,,,,,
Pair_GFbmQ_,7,4,Person A,800,200,Too low - counteroffer,02/10/2026 11:23:00,,,,,,,
Pair_GFbmQ_,7,5,Person B,300,700,Not accept,02/10/2026 11:23:00,,,,,,,
Pair_c7PyyJ,6,1,Person A,700,300,Too low - counteroffer,02/10/2026 11:23:04,,,,,,,
Pair_c7PyyJ,6,2,Person B,250,750,Too low - counteroffer,02/10/2026 11:23:04,,,,,,,
Pair_c7PyyJ,6,3,Person A,800,200,Accept - offer accepted,02/10/2026 11:23:04,,,,,,,
Pair_0EauNp,7,1,Person A,600,400,Accept - offer accepted,02/10/2026 11:23:20,,,,,,,
Pair_DX1PKn,6,1,Person A,597,403,Too low - counteroffer,02/10/2026 12:12:50,,,,,,,
Pair_DX1PKn,6,2,Person B,303,697,Too low - counteroffer,02/10/2026 12:12:50,,,,,,,
Pair_DX1PKn,6,3,Person A,530,470,Too low - counteroffer,02/10/2026 12:12:50,,,,,,,
Pair_DX1PKn,6,4,Person B,500,500,Accept - offer accepted,02/10/2026 12:12:50,,,,,,,
Pair_vA9XDM,6,1,Person A,554,446,Too low - counteroffer,02/10/2026 12:17:54,,,,,,,
Pair_vA9XDM,6,2,Person B,398,602,Better offer outside option,02/10/2026 12:17:54,,,,,,,
Pair_vA9XDM,6,3,Person A,500,500,Too low - counteroffer,02/10/2026 12:17:54,,,,,,,
Pair_vA9XDM,6,4,Person B,450,550,Better offer outside option,02/10/2026 12:17:54,,,,,,,
Pair_vA9XDM,6,5,Person A,500,500,Accept - offer accepted,02/10/2026 12:17:54,,,,,,,
Pair_VtpGi0,5,1,Person A,400,600,Too low - counteroffer,02/10/2026 12:19:25,,,,,,,
Pair_VtpGi0,5,2,Person B,300,700,Accept - offer accepted,02/10/2026 12:19:25,,,,,,,
Pair_XYKBOK,7,1,Person A,1000,0,Too low - counteroffer,02/10/2026 12:21:08,,,,,,,
Pair_XYKBOK,7,2,Person B,403,597,Better offer outside option,02/10/2026 12:21:08,,,,,,,
Pair_XYKBOK,7,3,Person A,800,200,Too low - counteroffer,02/10/2026 12:21:08,,,,,,,
Pair_XYKBOK,7,4,Person B,450,550,Better offer outside option,02/10/2026 12:21:08,,,,,,,
Pair_XYKBOK,7,5,Person A,750,250,Accept - offer accepted,02/10/2026 12:21:08,,,,,,,
Pair__Cu5-5,7,1,Person A,748,252,Accept - offer accepted,02/10/2026 12:23:03,,,,,,,
Pair_ze01Oa,6,1,Person B,500,500,Better offer outside option,02/13/2026 22:56:07,,,,,,,
Pair_ze01Oa,6,2,Person A,600,400,Accept - offer accepted,02/13/2026 22:56:07,,,,,,,
Pair_WD21r0,7,1,Person B,500,500,Not accept,02/13/2026 22:58:00,,,,,,,
Pair_tYglej,7,1,Person B,250,750,Accept - offer accepted,02/13/2026 23:09:21,,,,,,,
Pair_y3ZAEg,7,1,Person A,800,200,Too low - counteroffer,02/13/2026 23:10:16,,,,,,,
Pair_y3ZAEg,7,2,Person B,750,250,Too low - counteroffer,02/13/2026 23:10:16,,,,,,,
Pair_y3ZAEg,7,3,Person A,800,200,Too low - counteroffer,02/13/2026 23:10:16,,,,,,,
Pair_y3ZAEg,7,4,Person B,770,230,Better offer outside option,02/13/2026 23:10:16,,,,,,,
Pair_y3ZAEg,7,5,Person A,795,205,Accept - offer accepted,02/13/2026 23:10:16,,,,,,,
Pair_RX7gDx,5,1,Person A,500,500,Too low - counteroffer,02/13/2026 23:13:35,,,,,,,
Pair_RX7gDx,5,2,Person B,350,650,Too low - counteroffer,02/13/2026 23:13:35,,,,,,,
Pair_RX7gDx,5,3,Person A,750,250,Too low - counteroffer,02/13/2026 23:13:35,,,,,,,
Pair_RX7gDx,5,4,Person B,450,550,Too low - counteroffer,02/13/2026 23:13:35,,,,,,,
Pair_RX7gDx,5,5,Person A,800,200,Too low - counteroffer,02/13/2026 23:13:35,,,,,,,
Pair_RX7gDx,5,6,Person B,550,450,Too low - counteroffer,02/13/2026 23:13:35,,,,,,,
Pair_RX7gDx,5,7,Person A,720,280,Better offer outside option,02/13/2026 23:13:35,,,,,,,
Pair_RX7gDx,5,8,Person B,700,300,Accept - offer accepted,02/13/2026 23:13:35,,,,,,,
Pair_K7ZZ79,6,1,Person A,600,400,Too low - counteroffer,02/13/2026 23:17:51,,,,,,,
Pair_K7ZZ79,6,2,Person B,550,450,Too low - counteroffer,02/13/2026 23:17:51,,,,,,,
Pair_K7ZZ79,6,3,Person A,900,100,Too low - counteroffer,02/13/2026 23:17:51,,,,,,,
Pair_K7ZZ79,6,4,Person B,600,400,Accept - offer accepted,02/13/2026 23:17:51,,,,,,,
Pair_DOqS0Q,7,1,Person A,600,400,Accept - offer accepted,02/13/2026 23:21:34,,,,,,,
Pair_HmCOS5,6,1,Person B,500,500,Too low - counteroffer,02/13/2026 23:24:05,,,,,,,
Pair_HmCOS5,6,2,Person A,550,450,Accept - offer accepted,02/13/2026 23:24:05,,,,,,,
Pair_Lrjt0r,5,1,Person B,250,750,Too low - counteroffer,02/13/2026 23:52:13,,,,,,,
Pair_Lrjt0r,5,2,Person A,600,400,Too low - counteroffer,02/13/2026 23:52:13,,,,,,,
Pair_Lrjt0r,5,3,Person B,275,725,Too low - counteroffer,02/13/2026 23:52:13,,,,,,,
Pair_Lrjt0r,5,4,Person A,550,450,Better offer outside option,02/13/2026 23:52:13,,,,,,,
Pair_Lrjt0r,5,5,Person B,300,700,Accept - offer accepted,02/13/2026 23:52:13,,,,,,,
Pair_D5cBST,6,1,Person B,505,495,Too low - counteroffer,02/13/2026 23:57:00,,,,,,,
Pair_D5cBST,6,2,Person A,800,200,Too low - counteroffer,02/13/2026 23:57:00,,,,,,,
Pair_D5cBST,6,3,Person B,550,450,Too low - counteroffer,02/13/2026 23:57:00,,,,,,,
Pair_D5cBST,6,4,Person A,700,300,Too low - counteroffer,02/13/2026 23:57:00,,,,,,,
Pair_D5cBST,6,5,Person B,500,500,Better offer outside option,02/13/2026 23:57:00,,,,,,,
Pair_D5cBST,6,6,Person A,600,400,Too low - counteroffer,02/13/2026 23:57:00,,,,,,,
Pair_D5cBST,6,7,Person B,545,455,Accept - offer accepted,02/13/2026 23:57:00,,,,,,,
Pair_dQmYHf,7,1,Person B,330,670,Better offer outside option,02/14/2026 00:03:45,,,,,,,
Pair_dQmYHf,7,2,Person A,1000,0,Too low - counteroffer,02/14/2026 00:03:45,,,,,,,
Pair_dQmYHf,7,3,Person B,800,200,Accept - offer accepted,02/14/2026 00:03:45,,,,,,,
Pair_5ghNQw,5,1,Person B,400,600,Better offer outside option,02/14/2026 00:07:30,,,,,,,
Pair_5ghNQw,5,2,Person A,450,550,Too low - counteroffer,02/14/2026 00:07:30,,,,,,,
Pair_5ghNQw,5,3,Person B,399,601,Too low - counteroffer,02/14/2026 00:07:30,,,,,,,
Pair_5ghNQw,5,4,Person A,447,553,Too low - counteroffer,02/14/2026 00:07:30,,,,,,,
Pair_5ghNQw,5,5,Person B,395,605,Too low - counteroffer,02/14/2026 00:07:30,,,,,,,
Pair_5ghNQw,5,6,Person A,456,544,Too low - counteroffer,02/14/2026 00:07:30,,,,,,,
Pair_5ghNQw,5,7,Person B,396,604,Better offer outside option,02/14/2026 00:07:30,,,,,,,
Pair_5ghNQw,5,8,Person A,400,600,Accept - offer accepted,02/14/2026 00:07:30,,,,,,,
Pair_PK_3HU,5,1,Person B,400,600,Accept - offer accepted,02/14/2026 00:38:17,,,,,,,
Pair_sj0Ldw,5,1,Person B,398,602,Accept - offer accepted,02/14/2026 00:42:23,,,,,,,
Pair_dMTqbN,7,1,Person B,800,200,Not accept,02/14/2026 00:50:09,,,,,,,
Pair_G3URfA,7,1,Person B,200,800,Too low - counteroffer,02/14/2026 00:52:10,,,,,,,
Pair_G3URfA,7,2,Person A,350,650,Better offer outside option,02/14/2026 00:52:10,,,,,,,
Pair_G3URfA,7,3,Person B,240,760,Too low - counteroffer,02/14/2026 00:52:10,,,,,,,
Pair_G3URfA,7,4,Person A,320,680,Accept - offer accepted,02/14/2026 00:52:10,,,,,,,
Pair_2IjjIW,6,1,Person B,300,700,Too low - counteroffer,02/14/2026 00:53:59,,,,,,,
Pair_2IjjIW,6,2,Person A,550,450,Better offer outside option,02/14/2026 00:53:59,,,,,,,
Pair_2IjjIW,6,3,Person B,400,600,Too low - counteroffer,02/14/2026 00:53:59,,,,,,,
Pair_2IjjIW,6,4,Person A,530,470,Not accept,02/14/2026 00:53:59,,,,,,,
Pair_YxDXQ8,5,1,Person A,500,500,Too low - counteroffer,02/14/2026 00:55:55,,,,,,,
Pair_YxDXQ8,5,2,Person B,700,300,Better offer outside option,02/14/2026 00:55:55,,,,,,,
Pair_YxDXQ8,5,3,Person A,450,550,Better offer outside option,02/14/2026 00:55:55,,,,,,,
Pair_YxDXQ8,5,4,Person B,650,350,Accept - offer accepted,02/14/2026 00:55:55,,,,,,,
Pair_OjVT6N,7,1,Person A,250,750,Better offer outside option,02/14/2026 00:57:28,,,,,,,
Pair_OjVT6N,7,2,Person B,300,700,Too low - counteroffer,02/14/2026 00:57:28,,,,,,,
Pair_OjVT6N,7,3,Person A,260,740,Too low - counteroffer,02/14/2026 00:57:28,,,,,,,
Pair_OjVT6N,7,4,Person B,300,700,Too low - counteroffer,02/14/2026 00:57:28,,,,,,,
Pair_OjVT6N,7,5,Person A,730,270,Too low - counteroffer,02/14/2026 00:57:28,,,,,,,
Pair_OjVT6N,7,6,Person B,400,600,Better offer outside option,02/14/2026 00:57:28,,,,,,,
Pair_OjVT6N,7,7,Person A,700,300,Better offer outside option,02/14/2026 00:57:28,,,,,,,
Pair_OjVT6N,7,8,Person B,420,580,Too low - counteroffer,02/14/2026 00:57:28,,,,,,,
Pair_OjVT6N,7,9,Person A,700,300,Accept - offer accepted,02/14/2026 00:57:28,,,,,,,
Pair_std5JM,7,1,Person A,900,100,Better offer outside option,02/14/2026 01:00:57,,,,,,,
Pair_std5JM,7,2,Person B,300,700,Too low - counteroffer,02/14/2026 01:00:57,,,,,,,
Pair_std5JM,7,3,Person A,850,150,Better offer outside option,02/14/2026 01:00:57,,,,,,,
Pair_std5JM,7,4,Person B,350,650,Too low - counteroffer,02/14/2026 01:00:57,,,,,,,
Pair_std5JM,7,5,Person A,840,160,Too low - counteroffer,02/14/2026 01:00:57,,,,,,,
Pair_std5JM,7,6,Person B,360,640,Better offer outside option,02/14/2026 01:00:57,,,,,,,
Pair_std5JM,7,7,Person A,800,200,Too low - counteroffer,02/14/2026 01:00:57,,,,,,,
Pair_std5JM,7,8,Person B,410,590,Better offer outside option,02/14/2026 01:00:57,,,,,,,
Pair_std5JM,7,9,Person A,770,230,Accept - offer accepted,02/14/2026 01:00:57,,,,,,,
,,,,,,,,,,,,,,
Pair_I-Fxn7,6,1,Person A,600,400,Too low - counteroffer,02/14/2026 01:08:28,,,,,,,
Pair_I-Fxn7,6,2,Person B,600,400,Accept - offer accepted,02/14/2026 01:08:28,,,,,,,
Pair_VmJoGK,5,1,Person B,300,700,Better offer outside option,02/14/2026 01:10:05,,,,,,,
Pair_VmJoGK,5,2,Person A,300,700,Accept - offer accepted,02/14/2026 01:10:05,,,,,,,
Pair_mHICN-,6,1,Person A,700,300,Too low - counteroffer,02/14/2026 01:12:00,,,,,,,
Pair_mHICN-,6,2,Person B,350,650,Too low - counteroffer,02/14/2026 01:12:00,,,,,,,
Pair_mHICN-,6,3,Person A,600,400,Too low - counteroffer,02/14/2026 01:12:00,,,,,,,
Pair_mHICN-,6,4,Person B,350,650,Too low - counteroffer,02/14/2026 01:12:00,,,,,,,
Pair_mHICN-,6,5,Person A,500,500,Accept - offer accepted,02/14/2026 01:12:00,,,,,,,
Pair_7pHxO6,5,1,Person A,1000,0,Too low - counteroffer,02/14/2026 01:31:48,,,,,,,
Pair_7pHxO6,5,2,Person B,400,600,Accept - offer accepted,02/14/2026 01:31:48,,,,,,,
Pair_kjt3yr,5,1,Person B,300,700,Too low - counteroffer,02/14/2026 13:50:24,,,,,,,
Pair_kjt3yr,5,2,Person A,400,600,Not accept,02/14/2026 13:50:24,,,,,,,
Pair_oQ_w_n,6,1,Person B,400,600,Better offer outside option,02/14/2026 13:52:40,,,,,,,
Pair_oQ_w_n,6,2,Person A,600,400,Too low - counteroffer,02/14/2026 13:52:40,,,,,,,
Pair_oQ_w_n,6,3,Person B,450,550,Accept - offer accepted,02/14/2026 13:52:40,,,,,,,
Pair_Vcx0ak,7,1,Person B,600,400,Better offer outside option,02/14/2026 13:54:36,,,,,,,
Pair_Vcx0ak,7,2,Person A,1000,0,Better offer outside option,02/14/2026 13:54:36,,,,,,,
Pair_Vcx0ak,7,3,Person B,400,600,Not accept,02/14/2026 13:54:36,,,,,,,
Pair_v9sqC7,5,1,Person B,200,800,Too low - counteroffer,02/14/2026 19:12:18,,,,,,,
Pair_v9sqC7,5,2,Person A,600,400,Too low - counteroffer,02/14/2026 19:12:18,,,,,,,
Pair_v9sqC7,5,3,Person B,250,750,Too low - counteroffer,02/14/2026 19:12:18,,,,,,,
Pair_v9sqC7,5,4,Person A,700,300,Better offer outside option,02/14/2026 19:12:18,,,,,,,
Pair_v9sqC7,5,5,Person B,300,700,Too low - counteroffer,02/14/2026 19:12:18,,,,,,,
Pair_v9sqC7,5,6,Person A,550,450,Too low - counteroffer,02/14/2026 19:12:18,,,,,,,
Pair_v9sqC7,5,7,Person B,412,588,Too low - counteroffer,02/14/2026 19:12:18,,,,,,,
Pair_v9sqC7,5,8,Person A,500,500,Too low - counteroffer,02/14/2026 19:12:18,,,,,,,
Pair_v9sqC7,5,9,Person B,520,480,Accept - offer accepted,02/14/2026 19:12:18,,,,,,,
Pair_R3CsnU,6,1,Person B,400,600,Too low - counteroffer,02/14/2026 19:15:33,,,,,,,
Pair_R3CsnU,6,2,Person A,750,250,Too low - counteroffer,02/14/2026 19:15:33,,,,,,,
Pair_R3CsnU,6,3,Person B,550,450,Accept - offer accepted,02/14/2026 19:15:33,,,,,,,
Pair_0XhX-i,7,1,Person A,800,200,Too low - counteroffer,02/14/2026 19:17:08,,,,,,,
Pair_0XhX-i,7,2,Person B,750,250,Too low - counteroffer,02/14/2026 19:17:08,,,,,,,
Pair_0XhX-i,7,3,Person A,790,210,Accept - offer accepted,02/14/2026 19:17:08,,,,,,,
Pair_VAaBuH,6,1,Person A,800,200,Too low - counteroffer,02/14/2026 19:20:35,,,,,,,
Pair_VAaBuH,6,2,Person B,700,300,Too low - counteroffer,02/14/2026 19:20:35,,,,,,,
Pair_VAaBuH,6,3,Person A,750,250,Too low - counteroffer,02/14/2026 19:20:35,,,,,,,
Pair_VAaBuH,6,4,Person B,720,280,Accept - offer accepted,02/14/2026 19:20:35,,,,,,,
Pair_nu41Y5,6,1,Person B,500,500,Too low - counteroffer,02/14/2026 19:23:16,,,,,,,
Pair_nu41Y5,6,2,Person A,750,250,Too low - counteroffer,02/14/2026 19:23:16,,,,,,,
Pair_nu41Y5,6,3,Person B,600,400,Too low - counteroffer,02/14/2026 19:23:16,,,,,,,
Pair_nu41Y5,6,4,Person A,700,300,Accept - offer accepted,02/14/2026 19:23:16,,,,,,,
Pair_flVKwq,6,1,Person B,500,500,Too low - counteroffer,02/14/2026 19:25:50,,,,,,,
Pair_flVKwq,6,2,Person A,600,400,Too low - counteroffer,02/14/2026 19:25:50,,,,,,,
Pair_flVKwq,6,3,Person B,580,420,Too low - counteroffer,02/14/2026 19:25:50,,,,,,,
Pair_flVKwq,6,4,Person A,600,400,Accept - offer accepted,02/14/2026 19:25:50,,,,,,,
Pair_3bWTln,5,1,Person A,600,400,Too low - counteroffer,02/14/2026 19:41:00,,,,,,,
Pair_3bWTln,5,2,Person B,300,700,Too low - counteroffer,02/14/2026 19:41:00,,,,,,,
Pair_3bWTln,5,3,Person A,600,400,Too low - counteroffer,02/14/2026 19:41:00,,,,,,,
Pair_3bWTln,5,4,Person B,350,650,Too low - counteroffer,02/14/2026 19:41:00,,,,,,,
Pair_3bWTln,5,5,Person A,500,500,Too low - counteroffer,02/14/2026 19:41:00,,,,,,,
Pair_3bWTln,5,6,Person B,400,600,Too low - counteroffer,02/14/2026 19:41:00,,,,,,,
Pair_3bWTln,5,7,Person A,500,500,Too low - counteroffer,02/14/2026 19:41:00,,,,,,,
Pair_3bWTln,5,8,Person B,400,600,Too low - counteroffer,02/14/2026 19:41:00,,,,,,,
Pair_3bWTln,5,9,Person A,450,550,Too low - counteroffer,02/14/2026 19:41:00,,,,,,,
Pair_3bWTln,5,10,Person B,400,600,Accept - offer accepted,02/14/2026 19:41:00,,,,,,,
Pair_ViUgpT,6,1,Person B,500,500,Too low - counteroffer,02/14/2026 19:44:42,,,,,,,
Pair_ViUgpT,6,2,Person A,750,250,Too low - counteroffer,02/14/2026 19:44:42,,,,,,,
Pair_ViUgpT,6,3,Person B,510,490,Too low - counteroffer,02/14/2026 19:44:42,,,,,,,
Pair_ViUgpT,6,4,Person A,700,300,Too low - counteroffer,02/14/2026 19:44:42,,,,,,,
Pair_ViUgpT,6,5,Person B,550,450,Too low - counteroffer,02/14/2026 19:44:42,,,,,,,
Pair_ViUgpT,6,6,Person A,700,300,Too low - counteroffer,02/14/2026 19:44:42,,,,,,,
Pair_ViUgpT,6,7,Person B,550,450,Too low - counteroffer,02/14/2026 19:44:42,,,,,,,
Pair_ViUgpT,6,8,Person A,700,300,Not accept,02/14/2026 19:44:42,,,,,,,
Pair_EPD1MV,6,1,Person A,750,250,Too low - counteroffer,02/14/2026 19:48:06,,,,,,,
Pair_EPD1MV,6,2,Person B,600,400,Accept - offer accepted,02/14/2026 19:48:06,,,,,,,
Pair_lkGK-p,7,1,Person B,760,240,Too low - counteroffer,02/14/2026 19:49:39,,,,,,,
Pair_lkGK-p,7,2,Person A,800,200,Too low - counteroffer,02/14/2026 19:49:39,,,,,,,
Pair_lkGK-p,7,3,Person B,780,220,Accept - offer accepted,02/14/2026 19:49:39,,,,,,,
Pair_ERz635,6,1,Person A,599,401,Accept - offer accepted,02/14/2026 19:52:04,,,,,,,
Pair_YEDes8,5,1,Person A,400,600,Too low - counteroffer,02/14/2026 19:53:25,,,,,,,
Pair_YEDes8,5,2,Person B,400,600,Too low - counteroffer,02/14/2026 19:53:25,,,,,,,
Pair_YEDes8,5,3,Person A,400,600,Accept - offer accepted,02/14/2026 19:53:25,,,,,,,
Pair_NKQ8VX,5,1,Person A,600,400,Too low - counteroffer,02/14/2026 19:55:22,,,,,,,
Pair_NKQ8VX,5,2,Person B,300,700,Too low - counteroffer,02/14/2026 19:55:22,,,,,,,
Pair_NKQ8VX,5,3,Person A,600,400,Too low - counteroffer,02/14/2026 19:55:22,,,,,,,
Pair_NKQ8VX,5,4,Person B,350,650,Accept - offer accepted,02/14/2026 19:55:22,,,,,,,
Pair_bN94u1,6,1,Person A,650,350,Too low - counteroffer,02/14/2026 19:56:58,,,,,,,
Pair_bN94u1,6,2,Person B,500,500,Too low - counteroffer,02/14/2026 19:56:58,,,,,,,
Pair_bN94u1,6,3,Person A,529,471,Too low - counteroffer,02/14/2026 19:56:58,,,,,,,
Pair_bN94u1,6,4,Person B,510,490,Too low - counteroffer,02/14/2026 19:56:58,,,,,,,
Pair_bN94u1,6,5,Person A,550,450,Accept - offer accepted,02/14/2026 19:56:58,,,,,,,
Pair_pSzcHc,6,1,Person B,650,350,Too low - counteroffer,02/14/2026 19:58:47,,,,,,,
Pair_pSzcHc,6,2,Person A,1000,0,Too low - counteroffer,02/14/2026 19:58:47,,,,,,,
Pair_pSzcHc,6,3,Person B,650,350,Too low - counteroffer,02/14/2026 19:58:47,,,,,,,
Pair_pSzcHc,6,4,Person A,300,700,Too low - counteroffer,02/14/2026 19:58:47,,,,,,,
Pair_pSzcHc,6,5,Person B,660,340,Accept - offer accepted,02/14/2026 19:58:47,,,,,,,
Pair_eHth0j,7,1,Person A,850,150,Too low - counteroffer,02/14/2026 20:01:17,,,,,,,
Pair_eHth0j,7,2,Person B,800,200,Accept - offer accepted,02/14/2026 20:01:17,,,,,,,
Pair_KcuWLR,5,1,Person B,500,500,Accept - offer accepted,02/14/2026 21:31:27,,,,,,,
Pair_B7LucE,6,1,Person A,400,600,Accept - offer accepted,02/14/2026 21:33:05,,,,,,,
Pair_OoZiJ-,7,1,Person B,600,400,Accept - offer accepted,02/14/2026 21:34:12,,,,,,,
